word,meaning,native,sentence
micro-ondes,microwave,,Le {{micro-ondes}} réchauffe rapidement les repas surgelés.
lave-vaisselle,dishwasher,,Le {{lave-vaisselle}} fonctionne tous les jours chez nous.
machine à laver,washing machine,,La {{machine à laver}} a terminé son cycle.
climatiseur,air conditioner,,Le {{climatiseur}} refroidit toute la maison efficacement.
chauffage,heating,,Le {{chauffage}} central fonctionne bien cet hiver.
# ── More adjectives ──────────────────────────────────────────────────────────
responsable,responsible,,Elle est {{responsable}} de ce projet important aujourd'hui.
capable,capable,,Tu es tout à fait {{capable}} de réussir cela.
disponible,available,,Je suis {{disponible}} demain pour une réunion rapide.
accessible,accessible,,Ce musée est {{accessible}} aux personnes handicapées.
durable,sustainable,,Cette mode {{durable}} préserve l'environnement pour tous.
efficace,efficient / effective,,Sa méthode de travail est très {{efficace}} et rapide.
productif,productive,,Je me sens {{productif}} après une bonne nuit.
créatif,creative,,L'artiste est très {{créatif}} dans ses compositions.
innovant,innovative,,Cette technologie {{innovante}} change complètement notre vie.
numérique,digital,,La transformation {{numérique}} affecte tous les secteurs aujourd'hui.
virtuel,virtual,,La réunion {{virtuelle}} s'est bien déroulée hier.
mondial,global,,Cette entreprise a une présence {{mondiale}} très forte.
régional,regional,,Le gouvernement {{régional}} prend des décisions importantes maintenant.
urbain,urban,,La vie {{urbaine}} est très dynamique et stressante.
rural,rural,,Les villages {{ruraux}} conservent leurs traditions ancestrales encore.
traditionnel,traditional,,La cuisine {{traditionnelle}} française est délicieuse et raffinée.
contemporain,contemporary,,L'art {{contemporain}} remet en question les normes établies.
démocratique,democratic,,Notre système {{démocratique}} garantit la liberté d'expression citoyenne.
religieux,religious,,Elle pratique une vie {{religieuse}} très stricte et dévote.
historique,historical,,Ce bâtiment {{historique}} date du dix-septième siècle.
légal,legal,,Son contrat de travail est tout à fait {{légal}} et valide.
illégal,illegal,,Le stationnement ici est {{illégal}} selon la loi locale.
volontaire,voluntary,,Elle a fait un travail {{volontaire}} pour l'association caritative.
obligatoire,mandatory,,La vaccination est {{obligatoire}} pour tous les enfants d'école.
temporaire,temporary,,J'ai trouvé un emploi {{temporaire}} pour trois mois.
permanent,permanent,,Il a obtenu un poste {{permanent}} dans cette entreprise.
urgent,urgent,,C'est une situation très {{urgente}} qui demande attention immédiate.
délicieux,delicious,,Le gâteau qu'elle a fait était absolument {{délicieux}} et succulé.
épicé,spicy,,Le curry indien est très {{épicé}} et riche en saveurs.
amer,bitter,,Le café noir a un goût {{amer}} mais agréable et robuste.
acide,sour,,Le citron frais a une saveur très {{acide}} et acidulée.
frais,fresh / cool,,J'aime boire de l'eau {{fraîche}} pendant l'été chaud.
cru,raw,,Les légumes {{crus}} dans cette salade sont très sains.
cuit,cooked,,La viande doit être bien {{cuite}} pour être sûre à manger.
chaud,hot / warm,,Le café {{chaud}} est parfait pour les matinées froides.
froid,cold,,L'eau {{froide}} est rafraîchissante pendant les jours chauds.
tiède,lukewarm,,Elle préfère son lait {{tiède}} plutôt que très chaud.
humide,humid / damp,,Le climat {{humide}} rend l'air lourd et difficile à respirer.
sec,dry,,L'air {{sec}} en hiver aggrave ma peau irritée.
nuageux,cloudy,,Aujourd'hui le ciel est {{nuageux}} mais sans pluie prévue.
ensoleillé,sunny,,C'était une journée {{ensoleillée}} parfaite pour la plage.
pluvieux,rainy,,Le mois d'octobre est généralement {{pluvieux}} et gris.
orageux,stormy,,La nuit {{orageuse}} a apporté tonnerre et éclairs spectaculaires.
venteux,windy,,C'était une journée très {{venteuse}} pour faire du cerf-volant.
reçu,receipt,,Gardez bien le {{reçu}} pour votre achat et garantie.
facture,invoice / bill,,J'ai reçu la {{facture}} du restaurant par email hier.
courant,current / common,,C'est une pratique très {{courante}} dans les grandes villes modernes.
moyenne,average,,Sa note {{moyenne}} aux examens était de treize sur vingt.
pourcentage,percentage,,Le {{pourcentage}} de réussite aux tests était très élevé.
quantité,quantity,,La {{quantité}} de sucre dans ce dessert est excessive.
distance,distance,,La {{distance}} entre Paris et Lyon est environ quatre cent cinquante kilomètres.
vitesse,speed,,Il conduit à une {{vitesse}} dangereuse sur l'autoroute.
poids,weight,,Le {{poids}} maximum autorisé pour les bagages est vingt kilogrammes.
taille,size,,Cette {{taille}} de vêtement ne me convient pas du tout.
volume,volume,,Le {{volume}} du bruit dans le bar était insupportable.
prix de revient,cost price,,Le {{prix de revient}} du produit est plus élevé que prévu.
taux,rate,,Le {{taux}} de chômage a augmenté ces derniers mois.
profit,profit,,L'entreprise a réalisé un excellent {{profit}} cette année.
dépense,expense,,Chaque {{dépense}} doit être documentée dans le rapport mensuel.
revenu,income / revenue,,Son {{revenu}} mensuel provient de plusieurs sources différentes.
salaire,salary / wage,,Son {{salaire}} augmente de deux pour cent chaque année.
grève,strike,,La {{grève}} des transports a paralysé la ville hier.
syndicat,trade union,,Il est membre du {{syndicat}} depuis dix ans maintenant.
employeur,employer,,Son {{employeur}} lui offre d'excellentes conditions de travail.
chômage,unemployment,,Le {{chômage}} affecte gravement l'économie du pays actuellement.
retraite,retirement / pension,,Il prendra sa {{retraite}} à soixante-cinq ans l'année prochaine.
congé,leave / holiday,,J'ai demandé un {{congé}} de deux semaines en juillet.
formation,training,,Elle suit une {{formation}} professionnelle en informatique maintenant.
diplôme,diploma / degree,,Elle a obtenu son {{diplôme}} d'université l'année dernière.
note,grade / note,,J'ai reçu une excellente {{note}} à mon dernier examen.
examen,exam,,L'{{examen}} de français aura lieu demain matin à neuf heures.
cours,course / class,,Le {{cours}} de mathématiques commence à dix heures aujourd'hui.
leçon,lesson,,La {{leçon}} d'anglais d'hier était très intéressante et instructive.
exercice,exercise,,Cet {{exercice}} de grammaire est difficile mais très utile.
résumé,summary / CV,,Mon {{résumé}} contient mes expériences professionnelles les plus importantes.
entretien,interview / maintenance,,L'{{entretien}} d'embauche est prévu jeudi prochain à quatorze heures.
candidat,candidate,,Le meilleur {{candidat}} a été sélectionné pour le poste.
poste,position / post,,Elle a décroché un excellent {{poste}} dans une grande entreprise.
carrière,career,,Sa {{carrière}} en informatique a commencé il y a dix ans.
promotion,promotion,,Il vient de recevoir une {{promotion}} à directeur général aujourd'hui.
collègue,colleague,,Mon {{collègue}} et moi travaillons ensemble depuis cinq années maintenant.
délai,deadline,,Le {{délai}} pour remettre le projet est vendredi prochain.
agenda,diary / agenda,,J'ai noté tous mes rendez-vous importants dans mon {{agenda}}.
projet,project,,Notre {{projet}} de développement avance très bien cette semaine.
tâche,task,,Cette {{tâche}} demande beaucoup de concentration et d'attention particulière.
objectif,objective / goal,,L'{{objectif}} principal est d'augmenter nos ventes de trente pour cent.
stratégie,strategy,,Notre {{stratégie}} commerciale repose sur l'innovation et la qualité.
méthode,method,,La {{méthode}} la plus efficace est celle-ci pour progresser.
technique,technique,,Cette {{technique}} de présentation rend le produit très attractif.
compétence,skill / competence,,Elle possède une grande {{compétence}} dans le domaine de l'informatique.
certificat,certificate,,Il a reçu un {{certificat}} de réussite après sa formation complète.
permis,permit / licence,,J'ai obtenu mon {{permis}} de conduire après trois tentatives différentes.
visa,visa,,Je dois demander un {{visa}} pour voyager en Chine cet été.
douane,customs,,"À la {{douane}}, l'agent a vérifié soigneusement mes documents."
ambassade,embassy,,Je vais à l'{{ambassade}} demander des informations sur les formalités.
citoyenneté,citizenship,,Elle a acquis la {{citoyenneté}} française après sept années de résidence.
nationalité,nationality,,Sa {{nationalité}} est suisse mais il habite en France maintenant.
immigré,immigrant,,Cet {{immigré}} travaille dans notre entreprise depuis plusieurs années.
réfugié,refugee,,Le {{réfugié}} a trouvé un logement sûr dans notre communauté.
bénévole,volunteer,,Elle travaille comme {{bénévole}} à l'association caritative locale.
donation,donation,,Sa {{donation}} généreuse a permis de construire une nouvelle école.
charité,charity,,La {{charité}} est une valeur importante dans notre société.
solidarité,solidarity,,La {{solidarité}} entre les nations est essentielle pour la paix.
injustice,injustice,,Cette {{injustice}} a provoqué une grande colère parmi la population.
protestation,protest,,La {{protestation}} pacifique s'est déroulée sans incident hier.
manifestation,demonstration,,Une grande {{manifestation}} pour les droits des travailleurs a eu lieu.
révolution,revolution,,La {{révolution}} française a transformé la société complètement au dix-huitième siècle.
traité,treaty,,Le {{traité}} de paix a été signé par tous les pays.
alliance,alliance,,L'{{alliance}} entre les deux nations renforce leur position internationale.
coopération,cooperation,,La {{coopération}} entre chercheurs a produit des résultats remarquables.
influence,influence,,Son {{influence}} sur la politique du pays est très significative.
autorité,authority,,L'{{autorité}} locale a pris des mesures pour améliorer la sécurité.
privilège,privilege,,C'est un grand {{privilège}} de travailler pour cette entreprise.
défi,challenge,,Ce nouveau {{défi}} nous motivera à déployer tous nos efforts.
progrès,progress,,Nous avons fait un grand {{progrès}} dans nos objectifs cette année.
découverte,discovery,,Cette {{découverte}} scientifique révolutionne notre compréhension de la physique.
invention,invention,,L'{{invention}} de l'électricité a changé le monde entièrement.
croissance,growth,,La {{croissance}} économique du pays atteint cinq pour cent cette année.
déclin,decline,,L'économie du pays connaît un {{déclin}} depuis plusieurs années.
crise,crisis,,La {{crise}} financière a affecté beaucoup de familles.
compromis,compromise,,Les deux parties ont trouvé un {{compromis}} acceptable.
conflit,conflict,,Le {{conflit}} entre les voisins dure depuis longtemps.
risque,risk,,Conduire trop vite présente un {{risque}} d'accident grave.
avantage,advantage,,L'{{avantage}} principal de ce produit est sa durabilité.
inconvénient,disadvantage,,Le seul {{inconvénient}} est le prix élevé du service.
qualité,quality,,La {{qualité}} de ce tissu est vraiment excellente.
norme,standard,,Tous les produits respectent la {{norme}} internationale stricte.
rendement,performance / yield,,Le {{rendement}} de cette usine augmente chaque mois.
amélioration,improvement,,L'{{amélioration}} du service client est notre priorité absolue.
développement,development,,Le {{développement}} technologique change notre vie quotidienne rapidement.
obligation,obligation,,C'est une {{obligation}} légale de porter une ceinture.
opportunité,opportunity,,Cette {{opportunité}} d'emploi est parfaite pour moi maintenant.
données,data,,Les {{données}} statistiques montrent une augmentation significative.
tendance,trend,,La {{tendance}} actuelle est vers la mode durable.
ouragan,hurricane,,L'{{ouragan}} a causé des dégâts importants à la côte.
tornade,tornado,,Une {{tornade}} a dévasté plusieurs villages hier soir.
tremblement de terre,earthquake,,Le {{tremblement de terre}} a duré plusieurs secondes longues.
volcan,volcano,,Le {{volcan}} actif menace la ville voisine constamment.
avalanche,avalanche,,L'{{avalanche}} de neige a fermé la route montagne.
sécheresse,drought,,La {{sécheresse}} prolongée affecte les récoltes agricoles gravement.
inondation,flood,,L'{{inondation}} a forcé l'évacuation de plusieurs quartiers.
incendie,fire / blaze,,L'{{incendie}} s'est propagé très rapidement dans le bâtiment.
fumée,smoke,,La {{fumée}} blanche s'échappait de la cheminée.
cendre,ash,,La {{cendre}} volcanique couvrait toute la région.
gaz,gas,,Le {{gaz}} naturel chauffe notre maison efficacement.
acier,steel,,L'{{acier}} est un matériau très résistant et durable.
fer,iron,,Le {{fer}} est essentiel pour la santé humaine.
cuivre,copper,,Le {{cuivre}} a une belle couleur rougeâtre brillante.
or,gold,,L'{{or}} est le métal le plus précieux.
diamant,diamond,,Le {{diamant}} brille magnifiquement dans la lumière.
pierre précieuse,gemstone,,Cette {{pierre précieuse}} vaut une fortune considérable.
salle de séjour,living room,,Nous regardons la télévision dans la {{salle de séjour}}.
chambre,bedroom,,Ma {{chambre}} est spacieuse et confortable maintenant.
toit,roof,,Le {{toit}} de la maison a besoin de réparations.
fondation,foundation,,La {{fondation}} de ce bâtiment est très solide.
ciment,cement,,Le {{ciment}} a durci après quelques jours.
brique,brick,,Chaque {{brique}} a été placée soigneusement par les ouvriers.
peigne,comb,,Je passe le {{peigne}} dans mes cheveux chaque matin.
maquillage,make-up,,Son {{maquillage}} était parfait pour la soirée.
rouge à lèvres,lipstick,,Le {{rouge à lèvres}} rouge était très élégant.
collier,necklace,,Elle porte un {{collier}} en or très élégant.
bague,ring,,La {{bague}} de fiançailles brille sur son doigt.
boucle d'oreille,earring,,La {{boucle d'oreille}} en perle est très élégante.
montre,watch,,Ma {{montre}} indique l'heure exacte chaque jour.
ceinture,belt,,Elle porte une {{ceinture}} noire avec sa robe.
acier inoxydable,stainless steel,,La casserole en {{acier inoxydable}} ne rouille jamais.
fonte,cast iron,,La poêle en {{fonte}} retient bien la chaleur.
laiton,brass,,La trompette en {{laiton}} produit un beau son.
