word,meaning,native,sentence
sumaato foon,smartphone,スマートフォン,毎日{{スマートフォン}}で連絡します。
charger,charger,チャージャー,{{チャージャー}}がないから充電できません。
denchi,battery,電池,懐中電灯に{{電池}}を入れました。
ketsuatsu,blood pressure,血圧,医者が{{血圧}}を測りました。
taion,body temperature,体温,朝{{体温}}を測ります。
myaku,pulse,脈,看護師が{{脈}}を確認しました。
chuusha,injection / shot,注射,医者が{{注射}}をしてくれました。
zai,medicine / drug,剤,風邪の{{剤}}を飲みました。
netsu,fever,熱,子どもが{{熱}}があります。
sekki,bloodwork,血気,病院で{{血気}}検査をしました。
kokyuu,breathing / respiration,呼吸,深く{{呼吸}}することが大切です。
shoki,digestion,消化,食べ物の{{消化}}に時間がかかります。
menyuu,menu,メニュー,レストランの{{メニュー}}を見てください。
ryouri,cuisine / cooking,料理,母の{{料理}}はとてもおいしいです。
karaage,Japanese fried chicken,唐揚げ,{{唐揚げ}}はビールに合います。
sushi,sushi,寿司,今夜{{寿司}}を食べましょう。
ramen,ramen noodles,ラーメン,駅前の{{ラーメン}}店は有名です。
soba,buckwheat noodles,そば,冬は温かい{{そば}}が好きです。
udon,udon noodles,うどん,讃岐の{{うどん}}はもちもちしています。
onigiri,rice ball,おにぎり,お弁当に{{おにぎり}}を入れました。
bento,boxed meal,弁当,学校に{{弁当}}を持って行きます。
wagashi,Japanese sweets,和菓子,茶会で{{和菓子}}をいただきました。
sakura,cherry blossom,桜,春に{{桜}}がきれいに咲きます。
matsuri,festival,祭り,夏{{祭り}}に行きました。
yukata,summer kimono,浴衣,夏祭りで{{浴衣}}を着ました。
kimono,traditional garment,着物,成人式に{{着物}}を着ます。
jinja,Shinto shrine,神社,毎年{{神社}}にお参りします。
torii,torii gate,鳥居,{{鳥居}}は神社の入口です。
futon,futon bed,布団,毎朝{{布団}}をたたみます。
zabuton,floor cushion,座布団,座敷に{{座布団}}を敷きました。
tatami,tatami mat,畳,部屋の床は{{畳}}でできています。
engawa,veranda,縁側,{{縁側}}から庭が見えます。
sudare,bamboo blind,すだれ,夏に{{すだれ}}を窓に付けます。
shoji,paper sliding door,障子,{{障子}}は白くて光を通します。
fusuma,opaque sliding door,ふすま,{{ふすま}}を開けると別の部屋があります。
tokonoma,alcove,床の間,{{床の間}}に掛け軸が飾ってあります。
ikebana,flower arrangement,生け花,{{生け花}}の教室に通っています。
bonsai,bonsai tree,盆栽,祖父は{{盆栽}}を育てています。
origami,paper folding,折り紙,子どもは{{折り紙}}で鶴を折りました。
shodo,calligraphy,書道,{{書道}}の授業は大好きです。
judo,judo,柔道,兄は{{柔道}}の大会で優勝しました。
karate,karate,空手,息子は{{空手}}を練習しています。
kendo,kendo (swordsmanship),剣道,妹は{{剣道}}部に入りました。
sumo,sumo wrestling,相撲,兄は毎週{{相撲}}を見るのが好きです。
akimbo,arms akimbo,あきんぼ,彼女は{{あきんぼ}}で立って怒っています。
omiyage,souvenir,お土産,京都から美味しい{{お土産}}を買いました。
oshougatsu,New Year,お正月,{{お正月}}に家族と一緒に過ごします。
ohanami,cherry blossom viewing,お花見,春に{{お花見}}に公園へ行きます。
tanabata,Star Festival,七夕,{{七夕}}の夜に織姫と彦星が会います。
obon,Obon Festival,お盆,{{お盆}}は家族が集まる大切な時期です。
setsubun,Bean Throwing Festival,節分,{{節分}}に豆を撒いて鬼を退治します。
shougatsu kazari,New Year decoration,正月飾り,玄関に{{正月飾り}}を飾りました。
hamaya,good luck arrow,破魔矢,神社で{{破魔矢}}を買って帰りました。
ema,votive tablet,絵馬,神様に願いを書いた{{絵馬}}を奉納しました。
omikuji,fortune slip,おみくじ,おみくじを引いて{{おみくじ}}の結果を見ました。
ofuda,amulet,お札,家に{{お札]]を貼って守ってもらいます。
noren,shop curtain,のれん,昔の店の入口には{{のれん]]がありました。
furoshiki,wrapping cloth,風呂敷,ギフトを{{風呂敷]]に包んで持ちます。
tabi,split-toe socks,足袋,着物を着るときに{{足袋]]を履きます。
geta,wooden clogs,下駄,夏祭りで{{下駄]]を履いて歩きました。
zori,sandals,草履,浴衣に{{草履]]を合わせて着ます。
hakama,traditional skirt trousers,袴,弓道をするときに{{袴]]を着用します。
obi,kimono sash,帯,帯は着物の腰に{{帯]]を結びます。
sensu,folding fan,扇子,夏に{{扇子]]で涼しくします。
uchiwa,flat fan,うちわ,夏祭りで{{うちわ]]をもらいました。
chochin,paper lantern,提灯,夜祭りで{{提灯]]が明かりをともします。
taiko,drum,太鼓,祭りで大きな{{太鼓]]を叩きます。
shamisen,three-string instrument,三味線,伝統音楽で{{三味線]]を弾きます。
koto,Japanese harp,琴,日本の{{琴]]の音は美しいです。
oshigoto,profession / work,お仕事,父の{{お仕事]]は会社員です。
gaido,guide,ガイド,旅行の{{ガイド]]は親切でした。
honyaku,translation,翻訳,この本の{{翻訳]]は正確です。
kaigi shitsu,meeting room,会議室,{{会議室]]で重要な会議がありました。
rokkaa,locker,ロッカー,駅に{{ロッカー]]があります。
keitai denwa,mobile phone,携帯電話,{{携帯電話]]を持ち歩きます。
insatsu,printing,印刷,{{印刷]]の品質はとても良いです。
kokkyo,national border,国境,川が二つの国の{{国境]]です。
toshi,urban area,都市,大きな{{都市]]には多くの人がいます。
chihou,region / local area,地方,田舎の{{地方]]は静かです。
shizen kai,nature world,自然界,{{自然界]]の美しさに驚きました。
takai sora,high sky,高い空,{{高い空]]を見上げてみました。
yoru hoshi,night star,夜の星,{{夜の星]]はとても綺麗です。
midori no ki,green tree,緑の木,公園に{{緑の木]]がたくさんあります。
aoi umi,blue sea,青い海,{{青い海]]で泳ぐのは楽しいです。
shiroi yuki,white snow,白い雪,冬に{{白い雪]]が降ります。
akai hana,red flower,赤い花,庭に{{赤い花]]が咲いています。
hiroi nohara,wide field,広い野原,{{広い野原]]でピクニックしました。
fukai mori,deep forest,深い森,{{深い森]]に入ると暗いです。
nagai kawa,long river,長い川,{{長い川]]が町を流れます。
takai yama,tall mountain,高い山,{{高い山]]に登りました。
ooki mizuumi,large lake,大きい湖,{{大きい湖]]は美しい景色です。
atarashii gijutsu,new technology,新しい技術,{{新しい技術]]は便利です。
kankyou hogo,environmental protection,環境保護,{{環境保護]]はとても重要です。
