word,meaning,native,sentence
脚踝,ankle,jiǎohuái,她扭伤了{{脚踝}}。
脚趾,toe,jiǎozhǐ,{{脚趾}}在鞋子里。
额头,forehead,étóu,汗水流过他的{{额头}}。
下巴,chin,xiàba,他的{{下巴}}很尖锐。
脸颊,cheek,liǎnjiá,婴儿的{{脸颊}}很圆润。
眉毛,eyebrow,méimao,她的{{眉毛}}很浓密。
睫毛,eyelash,jiémáo,长长的{{睫毛}}很漂亮。
腋下,armpit,yèxia,{{腋下}}出了很多汗。
手腕,wrist,shǒuwàn,我在{{手腕}}上戴手表。
阳光,sunlight,yángguāng,{{阳光}}透过窗户照进来。
月光,moonlight,yuèguāng,{{月光}}照亮了整个夜晚。
彩虹,rainbow,cǎihóng,雨后天空出现了美丽的{{彩虹}}。
露水,dew,lùshuǐ,清晨草叶上有晶莹的{{露水}}。
潮水,tide,cháoshuǐ,{{潮水}}每天都会涨落。
沙漠,desert,shāmò,骆驼在{{沙漠}}中行走。
草原,grassland / steppe,cǎoyuán,马儿在广阔的{{草原}}上奔跑。
丛林,jungle,cónglín,探险家穿过茂密的{{丛林}}。
热带,tropics,rèdài,菠萝是{{热带}}水果。
极地,polar region,jídì,企鹅生活在{{极地}}。
海峡,strait / channel,hǎixiá,船只通过{{海峡}}。
半岛,peninsula,bàndǎo,韩国是一个{{半岛}}国家。
岛屿,island,dǎoyǔ,我们去了一个美丽的{{岛屿}}。
海湾,bay / gulf,hǎiwān,船停泊在{{海湾}}里。
峡谷,canyon / gorge,xiágǔ,{{峡谷}}风景非常壮观。
平原,plain / flatland,píngyuán,农民在{{平原}}上种地。
高原,plateau,gāoyuán,西藏{{高原}}空气稀薄。
盆地,basin,péndì,四川{{盆地}}气候温暖。
三角洲,delta,sānjiǎozhōu,长江{{三角洲}}很发达。
瀑布,waterfall,pùbù,黄河{{瀑布}}声势浩大。
温泉,hot spring,wēnquán,我们去泡{{温泉}}了。
洞穴,cave,dòngxué,蝙蝠住在黑暗的{{洞穴}}。
悬崖,cliff,xuányá,山顶有陡峭的{{悬崖}}。
沙丘,sand dune,shāqiū,{{沙丘}}在沙漠中形成。
冰川,glacier,bīngchuān,{{冰川}}正在融化。
沼泽,swamp,zhǎozé,{{沼泽}}里有很多青蛙。
珊瑚礁,coral reef,shānhú jiāo,潜水员探索了{{珊瑚礁}}。
海藻,seaweed,hǎizǎo,海里有很多{{海藻}}。
钢铁,steel and iron,gāngtiě,大桥用{{钢铁}}建造。
混凝土,concrete,hùnníngtǔ,房子用{{混凝土}}浇筑。
橡胶,rubber,xiàngjiāo,轮胎是用{{橡胶}}做的。
玉,jade,yù,她戴着一块美丽的{{玉}}。
翡翠,emerald / jade,fěicuì,这个手镯是{{翡翠}}的。
琥珀,amber,hǔpò,{{琥珀}}是古代树脂化石。
象牙,ivory,xiàngyá,{{象牙}}很珍贵。
虎皮,tiger skin,hǔpí,地上铺着{{虎皮}}。
羽毛,feather,yǔmáo,鸟的{{羽毛}}很漂亮。
贝壳,shell,bèiké,海滩上有许多{{贝壳}}。
珍珠,pearl,zhēnzhū,项链上镶着{{珍珠}}。
珊瑚,coral,shānhú,{{珊瑚}}是海洋生物。
琉璃,coloured glaze,liúlí,寺庙的瓦是{{琉璃}}的。
烟花,fireworks,yānhuā,春节放{{烟花}}很漂亮。
爆竹,firecracker,bàozhú,新年要放{{爆竹}}。
灯谜,lantern riddle,dēng mí,我们一起猜{{灯谜}}。
烟花爆竹,fireworks and firecrackers,yānhuā bàozhú,{{烟花爆竹}}照亮了夜空。
元宵,sweet rice ball,yuánxiāo,元宵节吃{{元宵}}。
汤圆,glutinous rice ball,tāngyuán,冬至我们吃{{汤圆}}。
月饼,mooncake,yuèbǐng,中秋节吃{{月饼}}。
粽子,rice dumpling (zongzi),zòngzi,端午节吃{{粽子}}。
腊肉,cured meat,làròu,冬天腌制{{腊肉}}。
火锅,hot pot,huǒguō,冬天吃{{火锅}}很暖和。
烤鸭,roast duck,kǎoyā,北京{{烤鸭}}很有名。
