word,meaning,native,sentence,ipa,notes
purasuchikku,plastic,プラスチック,{{プラスチック}}のボトルは軽いですね。,LHHHHL purasuchikku,
garasu,glass,ガラス,{{ガラス}}のコップに水を入れました。,LHL garasu,
nuno,fabric / cloth,布,この{{布}}はとても柔らかいです。,H nuno,
ooii,wool,ウール,{{ウール}}のセーターは温かいです。,HH ooii,
wata,cotton,綿,{{綿}}のシャツを着ています。,H wata,
kinu,silk,絹,{{絹}}のドレスはとても高いです。,H kinu,
koosui,perfume,香水,朝、{{香水}}をつけます。,LHL koosui,
sekken,soap,石鹸,{{石鹸}}で手を洗ってください。,LHL sekken,
shanpuu,shampoo,シャンプー,毎日{{シャンプー}}を使います。,LHL shanpuu,
haburashi,toothbrush,歯ブラシ,{{歯ブラシ}}は毎日交換します。,LHHL haburashi,
hamigaki,toothpaste,歯磨き,朝と夜{{歯磨き}}をします。,LHHH hamigaki,
kamisori,razor,かみそり,{{かみそり}}で髭を剃ります。,LHHH kamisori,
kagami,mirror,鏡,{{鏡}}を見て髪をセットします。,LHL kagami,
taoru,towel,タオル,お風呂から{{タオル}}を取ってください。,LHL taoru,
moufu,blanket,毛布,寒いから{{毛布}}をかけました。,LHL moufu,
makura,pillow,枕,{{枕}}の上に頭を置きます。,LHL makura,
mattoresu,mattress,マットレス,このベッドの{{マットレス}}は新しいです。,LHHHL mattoresu,
kagu,furniture,家具,部屋に新しい{{家具}}を買いました。,H kagu,
sofaa,sofa,ソファ,{{ソファ}}に座ってテレビを見ます。,LHL sofaa,
isu,chair,椅子,{{椅子}}に座ってください。,H isu,
teeburu,table,テーブル,{{テーブル}}の上に本があります。,LHHL teeburu,
tsuukue,desk,机,私の{{机}}にはパソコンがあります。,LHL tsuukue,
ranpu,lamp,ランプ,暗いから{{ランプ}}をつけました。,LHL ranpu,
kaaten,curtain,カーテン,{{カーテン}}を閉めてください。,LHL kaaten,
juutan,carpet / rug,じゅうたん,床に赤い{{じゅうたん}}があります。,LHL juutan,
tana,shelf,棚,{{棚}}に本を並べました。,H tana,
hikidashi,drawer,引き出し,机の{{引き出し}}にペンがあります。,LHHH hikidashi,
yoofuku dansu,wardrobe,洋服ダンス,{{洋服ダンス}}に衣類を入れます。,LHHHH LHL yoofuku dansu,
reizouko,fridge,冷蔵庫,{{冷蔵庫}}に牛乳があります。,LHHH reizouko,
oobun,oven,オーブン,{{オーブン}}でケーキを焼きます。,LHL oobun,
denshi renji,microwave,電子レンジ,{{電子レンジ}}でご飯を温めます。,LHL LHL denshi renji,
shokki araikki,dishwasher,食器洗い機,{{食器洗い機}}は便利ですね。,LHL LHHH shokki araikki,
sentakuki,washing machine,洗濯機,{{洗濯機}}で洗濯をします。,LHHHH sentakuki,
eakon,air conditioner,エアコン,夏、{{エアコン}}をつけます。,LHL eakon,
danbou,heating,暖房,冬、{{暖房}}をつけました。,LHL danbou,
shuuryou suru,to complete / to finish,終了する,授業が{{終了する}}時間です。,LHHH H shuuryou suru,
shiken,exam / test,試験,来週{{試験}}があります。,LHL shiken,
jugyou,class / lesson,授業,月曜日の{{授業}}は数学です。,LHL jugyou,
sukejuuru,schedule,スケジュール,{{スケジュール}}を確認してください。,LHHHL sukejuuru,
shime kiri,deadline,締め切り,このプロジェクトの{{締め切り}}は来月です。,LHL shimekiri,
purojekuto,project,プロジェクト,新しい{{プロジェクト}}をチームで開始します。,LHLL purojekuto,
mokuhyou,objective / goal,目標,私たちの{{目標}}は売上を増やすことです。,LHL mokuhyou,
senryaku,strategy,戦略,成功するには良い{{戦略}}が必要です。,LHL senryaku,
shikaku,qualification / certificate,資格,この仕事に必要な{{資格}}は何ですか。,LHL shikaku,
mensetsu,interview,面接,明日の{{面接}}に向けて準備しています。,LHL mensetsu,
dooryou,colleague,同僚,私の{{同僚}}はとても親切で優しいです。,LHL dooryou,
shounin,promotion (at work),昇進,彼は先月{{昇進}}して部長になりました。,LHL shounin,
shuunyuu,income / revenue,収入,私たちの家族の{{収入}}は安定しています。,LHL shuunyuu,
kyuuryou,salary,給料,毎月{{給料}}が銀行に振り込まれます。,LHL kyuuryou,
roukou suru,to go on strike,労行する,労働者たちが条件改善のため{{労行する}}。,LHL LH roukou suru,
roudou kumiai,trade union,労働組合,{{労働組合}}は従業員の権利を守ります。,LHL LHL roudou kumiai,
shitsugyou,unemployment,失業,{{失業}}率が最近上がっています。,LHL shitsugyou,
taishoku,retirement,退職,父は来年{{退職}}する予定です。,LHL taishoku,
nenkyu,paid leave,年休,今年はまだ{{年休}}を使っていません。,LHL nenkyu,
keizai seichou,economic growth,経済成長,日本の{{経済成長}}は緩やかです。,LHL LHL keizai seichou,
kiki,crisis,危機,この{{危機}}を乗り越えるには協力が必要です。,LH kiki,
kaiketsu suru,to solve / to resolve,解決する,この問題を早く{{解決する}}必要があります。,LHL LH kaiketsu suru,
jyouyaku,treaty,条約,両国が新しい{{条約]]に署名しました。,LHL jyouyaku,
doumei,alliance,同盟,二つの国が{{同盟]]を結びました。,LHL doumei,
kyouryoku,cooperation,協力,プロジェクト成功のため{{協力]]しましょう。,LHL kyouryoku,
eikyou,influence,影響,天気は気分に大きな{{影響]]を与えます。,LHL eikyou,
kenryoku,power / authority,権力,首相は国の{{権力]]を持っています。,LHL kenryoku,
gimu,duty / obligation,義務,学生の{{義務]]は勉強することです。,LH gimu,
tokken,privilege,特権,会長は特別な{{特権]]を持っています。,LHL tokken,
chousen,challenge,挑戦,新しい{{挑戦]]に向けて頑張ります。,LHL chousen,
shinpo,progress,進歩,技術の{{進歩]]は非常に速いです。,LHL shinpo,
kakushin,innovation,革新,この会社は{{革新]]的な製品を作ります。,LHL kakushin,
hakken,discovery,発見,科学者が新しい物質を{{発見]]しました。,LHL hakken,
hatsumei,invention,発明,電話の{{発明]]は世界を変えました。,LHL hatsumei,
seichou,growth,成長,子どもたちの{{成長]]は親の喜びです。,LHL seichou,
taikou,decline,対抗,政府は不当な施策に{{対抗]]します。,LHL taikou,
dapyou,compromise,妥協,両者が{{妥協]]して合意に達しました。,LHL dapyou,
funso,conflict,紛争,国際的な{{紛争]]が増えています。,LHL funso,
risuku,risk,リスク,投資には常に{{リスク]]があります。,LHLL risuku,
chansu,chance / opportunity,チャンス,これは人生の大切な{{チャンス]]です。,LHLL chansu,
riten,advantage,利点,このプランの{{利点]]は安くて安全です。,LHL riten,
ketten,disadvantage / defect,欠点,彼の{{欠点]]は少し短気なことです。,LHL ketten,
hinshitsu,quality,品質,この製品の{{品質]]は非常に高いです。,LHL hinshitsu,
suijun,level / standard,水準,私たちのサービスの{{水準]]を上げます。,LHL suijun,
seika,result / achievement,成果,一年間の仕事の{{成果]]は素晴らしい。,LHL seika,
paafooomansu,performance,パフォーマンス,彼の{{パフォーマンス]]は期待を超えました。,LHHLL paafooomansu,
kaizen,improvement,改善,毎月システムの{{改善]]を行っています。,LHL kaizen,
tenki,weather,天気,明日の{{天気]]はどうなるでしょうか。,LHL tenki,
kumori,cloudy,曇り,今日は{{曇り]]なので傘を持ちましょう。,LHL kumori,
hare,sunny,晴れ,週末は{{晴れ]]らしいので出かけます。,LH hare,
ame no hi,rainy day,雨の日,{{雨の日]]はうちで本を読みます。,LH LH ame no hi,
arashi,storm,嵐,昨夜の{{嵐]]は窓を揺らしました。,LHL arashi,
mushiatsui,humid / sultry,蒸し暑い,梅雨の季節は{{蒸し暑い]]日が多いです。,LHLL mushiatsui,
kanki,dry weather,乾期,アフリカの{{乾期]]は非常に暑いです。,LHL kanki,
shitsu,moisture / humidity,湿,この部屋の{{湿}}度が高すぎます。,LH shitsu,
chousei,adjustment,調整,機械の{{調整}}が必要です。,HLL chousei,
kyouka,strengthening,強化,チームの{{強化}}のため練習します。,HLL kyouka,
suishin,promotion / advancement,推進,プロジェクトを{{推進}}する計画です。,HLL suishin,
kakusan,spread / diffusion,拡散,感染症の{{拡散}}を防ぐ必要があります。,HLL kakusan,
choutatsu,procurement,調達,材料の{{調達}}に時間がかかります。,HLLL choutatsu,
kanri,management / control,管理,在庫の{{管理}}はコンピュータで行います。,HLL kanri,
haifu,distribution,配布,新しい資料を{{配布}}しました。,HLL haifu,
jouho,information,情報,最新の{{情報}}をお知らせします。,HLL jouho,
tsuushin,communication,通信,インターネット{{通信}}の速度は速い。,HLLL tsuushin,
henshin,reply / response,返信,メールへ{{返信}}してください。,HLL henshin,
hookoku,report,報告,月末に結果の{{報告}}があります。,HLLL hookoku,
bunseki,analysis,分析,データの{{分析}}を行いました。,HLL bunseki,
hyouka,evaluation,評価,従業員の{{評価}}は年一回です。,HLL hyouka,
sakusei,creation / production,作成,書類の{{作成}}に三時間かかった。,HLL sakusei,
settei,setting / configuration,設定,パソコンの{{設定}}を変更しました。,HLL settei,
henkou,change / modification,変更,予定の{{変更}}があります。,HLL henkou,
sakujo,deletion,削除,ファイルの{{削除}}は取り消せません。,HLL sakujo,
tsuika,addition,追加,新しい機能を{{追加}}しました。,HLL tsuika,
ninshiki,recognition,認識,その問題の{{認識}}が不足していた。,HLLL ninshiki,
rikai,understanding / comprehension,理解,内容の{{理解}}が深まりました。,HLL rikai,
hyoujun,standard,標準,{{標準}}化により品質が上がります。,HLLL hyoujun,
kikaku,planning / standard,企画,新製品の{{企画}}を立てています。,HLL kikaku,
kankyou mondai,environmental issue,環境問題,{{環境問題}}は世界全体の課題です。,HLLLL HLLL kankyou mondai,
ondanka,global warming,温暖化,{{温暖化}}により気温が上昇しています。,HLLL ondanka,
setsuden,power saving,節電,夏は{{節電}}を心掛けましょう。,HLL setsuden,
saisei enerugii,renewable energy,再生エネルギー,{{再生エネルギー}}の利用が増えています。,HLL HLLL saisei enerugii,
risaikuru,recycling,リサイクル,プラスチックの{{リサイクル}}は重要です。,HLLL risaikuru,
haiki butsu,waste / garbage,廃棄物,{{廃棄物]]の処理方法を改善します。,HLL HLL haiki butsu,
shizen saigai,natural disaster,自然災害,{{自然災害]]は予測困難です。,HLL HLLL shizen saigai,
jishin,earthquake,地震,昨日大きい{{地震]]がありました。,HLL jishin,
tsunami,tsunami,津波,{{津波]]の警報が出ました。,LHL tsunami,
taifuu,typhoon,台風,{{台風]]シーズンに注意してください。,HLL taifuu,
koozui,flood,洪水,大雨により{{洪水]]が発生した。,HLL koozui,
kanpatsu,drought,干ばつ,{{干ばつ]]により作物が枯れました。,HLLL kanpatsu,
settou,theft,窃盗,{{窃盗]]事件が増加しています。,HLL settou,
sagi,fraud / scam,詐欺,詐欺師の{{詐欺]]に騙されました。,HLL sagi,
keiyaku ihan,breach of contract,契約違反,{{契約違反]]により賠償金を払う。,HLLL HLL keiyaku ihan,
ninmu,mission / duty,任務,新しい{{任務]]を任されました。,HLL ninmu,
senmon,specialty / expertise,専門,彼は医学が{{専門]]です。,HLL senmon,
kinou,function / feature,機能,このアプリの{{機能]]は便利です。,HLL kinou,
seinou,performance / capability,性能,新型車の{{性能]]は優れています。,HLL seinou,
youryou,capacity,容量,ハードドライブの{{容量]]は十分ですか。,HLLL youryou,
sokudo,speed,速度,インターネットの{{速度]]は遅いです。,HLL sokudo,
seido,accuracy / precision,精度,測定の{{精度]]を高めてください。,HLL seido,
kouritsu,efficiency,効率,仕事の{{効率]]を改善したい。,HLLL kouritsu,
kigyou,company / enterprise,企業,大きい{{企業]]で働いています。,HLL kigyou,
kabushiki,stock / shares,株式,この会社の{{株式]]を購入しました。,HLLL kabushiki,
tousan,bankruptcy,倒産,会社が{{倒産]]してしまいました。,HLL tousan,
gappei,merger,合併,二つの会社が{{合併]]します。,HLL gappei,
baishuu,acquisition,買収,その会社は競合他社の{{買収}}を計画している。,HLL baishuu,
kyousou,competition,競争,グローバル市場での{{競争}}は非常に激しい。,HLL kyousou,
shijou,market,市場,アジアの{{市場}}は急速に成長している。,HLL shijou,
nedan,price,値段,この製品の{{値段}}は昨年より上がった。,LHL nedan,
waribiki,discount,割引,今月は全商品に{{割引}}が適用される。,LHLL waribiki,
zeikan,customs,税関,荷物は{{税関}}で検査されました。,LHL zeikan,
yunyu zei,import tax,輸入税,輸入商品には{{輸入税}}がかかります。,LHL LH yunyu zei,
yushutsu,export,輸出,日本は自動車を多く{{輸出}}している。,HLL yushutsu,
kyokyuu,supply,供給,商品の{{供給}}が需要に追いついていない。,HLL kyokyuu,
juyo,demand,需要,冬は暖房用燃料の{{需要}}が増加する。,LHL juyo,
seisan,production,生産,この工場の{{生産}}能力は月五万個だ。,LHL seisan,
syouhi,consumption,消費,消費者の{{消費}}パターンが変わってきた。,LHL syouhi,
ryuutsu,distribution / circulation,流通,効率的な{{流通}}システムが重要である。,HLL ryuutsu,
hanbaiten,retail store,販売店,近くの{{販売店}}で新商品が売られている。,LHLL hanbaiten,
soukou,warehouse,倉庫,大量の商品が{{倉庫}}に保管されている。,HLL soukou,
hacchuu,order / requisition,発注,明日、新しい部品を{{発注}}する予定だ。,HLL hacchuu,
nouki,delivery date,納期,この注文の{{納期}}は三週間です。,LHL nouki,
ryou,quantity / amount,量,購入する{{量}}をお知らせください。,LH ryou,
seiryu,trend / mainstream,主流,オンライン販売は現在の{{主流}}である。,LHL seiryu,
suki ru,skill,スキル,プログラミングは重要な{{スキル}}です。,LH LH suki ru,
kyaria,career,キャリア,彼女の{{キャリア}}は順調に進んでいる。,LHL kyaria,
shoukaku,promotion (rank),昇格,彼は今年{{昇格}}して部長になった。,LHLL shoukaku,
deta,data,データ,分析には正確な{{データ}}が必要だ。,LHL deta,
kyori,distance,距離,東京から大阪までの{{距離}}は約四百キロだ。,LHL kyori,
juuryou,weight,重量,この荷物の{{重量}}は五十キロである。,HLL juuryou,
saizu,size,サイズ,このシャツの{{サイズ}}はメディアムです。,LHL saizu,
kiri,fog / mist,霧,朝、山は{{霧}}に覆われていた。,LH kiri,
kaminari,thunder / lightning,雷,昨晩の{{雷}}は非常に激しかった。,LHLL kaminari,
arare,hail,霰,冬の山では{{霰}}が降ることがある。,LHL arare,
koori,ice,氷,池の表面は{{氷}}で覆われている。,LHL koori,
yukidoke,snowmelt,雪解け,春の{{雪解け}}により川の水位が上がる。,LHLLL yukidoke,
tatsumaki,tornado,竜巻,{{竜巻}}が村を襲い大きな被害が出た。,LHLL tatsumaki,
kazan,volcano,火山,日本には多くの{{火山}}がある。,LHL kazan,
yamakata,landslide,山崩れ,{{山崩れ}}により道路が通行できなくなった。,LHLL yamakata,
sansei u,acid rain,酸性雨,{{酸性雨}}は環境に悪い影響を与える。,LHL LH sansei u,
haigasuoke,exhaust / emissions,排ガス,自動車の{{排ガス}}は空気を汚染する。,LHLLLL haigasuoke,
nenshou,combustion / burning,燃焼,{{燃焼}}プロセスは熱とエネルギーを発生させる。,HLL nenshou,
nenryou,fuel,燃料,この機械は{{燃料}}として石油を使う。,HLL nenryou,
sekiyu,petroleum / oil,石油,{{石油}}の価格は世界経済に影響する。,LHL sekiyu,
sekitan,coal,石炭,{{石炭}}は昔よく使われていた。,LHL sekitan,
hagane,steel,鋼,この橋は強い{{鋼}}で作られている。,LHL hagane,
tetsu,iron,鉄,{{鉄}}はとても丈夫な金属です。,LH tetsu,
kin,gold,金,{{金}}は非常に貴重な金属である。,LH kin,
gin,silver,銀,{{銀}}は{{金}}の次に貴重だ。,LH gin,
daiyamondo,diamond,ダイヤモンド,婚約指輪に{{ダイヤモンド}}が使われている。,LHLLLL daiyamondo,
houseki,gemstone,宝石,王妃は首に{{宝石}}をつけていた。,LHL houseki,
ressun,lesson (e.g. music),レッスン,週に二回ピアノの{{レッスン}}を受けている。,LHL ressun,
kyoushitsu,classroom,教室,学生は{{教室}}で授業を受けている。,LHLLL kyoushitsu,
shokudou,dining hall / canteen,食堂,昼食は{{食堂}}で食べることができます。,LHLL shokudou,
uketuke,reception desk,受付,来客は入口の{{受付}}で対応されます。,LHL uketuke,
kaikei,cashier / accounting,会計,レストランの{{会計}}は五千円です。,HHL kaikei,
keisanki,calculator,計算機,数学の授業で{{計算機}}を使いました。,HHLL keisanki,
purinta,printer,プリンター,書類を{{プリンター}}で印刷してください。,LHH purinta,
sukyanaa,scanner,スキャナー,{{スキャナー}}で写真をデジタル化します。,LHH sukyanaa,
faakkusu,fax,ファックス,会社に{{ファックス}}を送りました。,LHH faakkusu,
denshibook,e-book,電子ブック,{{電子ブック}}はタブレットで読めます。,LHHHLL denshibook,
tablet,tablet,タブレット,私の{{タブレット}}は新しいです。,LHH tablet,
sumaato foon,smartphone,スマートフォン,毎日{{スマートフォン}}で連絡します。,LHHH sumaato foon,
charger,charger,チャージャー,{{チャージャー}}がないから充電できません。,LHH charger,
denchi,battery,電池,懐中電灯に{{電池}}を入れました。,HHL denchi,
ketsuatsu,blood pressure,血圧,医者が{{血圧}}を測りました。,HHLL ketsuatsu,
taion,body temperature,体温,朝{{体温}}を測ります。,HHL taion,
myaku,pulse,脈,看護師が{{脈}}を確認しました。,HHL myaku,
chuusha,injection / shot,注射,医者が{{注射}}をしてくれました。,HHL chuusha,
zai,medicine / drug,剤,風邪の{{剤}}を飲みました。,HH zai,
netsu,fever,熱,子どもが{{熱}}があります。,HHL netsu,
sekki,bloodwork,血気,病院で{{血気}}検査をしました。,HHL sekki,
kokyuu,breathing / respiration,呼吸,深く{{呼吸}}することが大切です。,HHL kokyuu,
shoki,digestion,消化,食べ物の{{消化}}に時間がかかります。,HHL shoki,
menyuu,menu,メニュー,レストランの{{メニュー}}を見てください。,LHH menyuu,
ryouri,cuisine / cooking,料理,母の{{料理}}はとてもおいしいです。,HHL ryouri,
karaage,Japanese fried chicken,唐揚げ,{{唐揚げ}}はビールに合います。,HHLL karaage,
sushi,sushi,寿司,今夜{{寿司}}を食べましょう。,HHL sushi,
ramen,ramen noodles,ラーメン,駅前の{{ラーメン}}店は有名です。,LHH ramen,
soba,buckwheat noodles,そば,冬は温かい{{そば}}が好きです。,HHL soba,
udon,udon noodles,うどん,讃岐の{{うどん}}はもちもちしています。,HHL udon,
onigiri,rice ball,おにぎり,お弁当に{{おにぎり}}を入れました。,HHLL onigiri,
bento,boxed meal,弁当,学校に{{弁当}}を持って行きます。,HHL bento,
wagashi,Japanese sweets,和菓子,茶会で{{和菓子}}をいただきました。,HHLL wagashi,
sakura,cherry blossom,桜,春に{{桜}}がきれいに咲きます。,HHLL sakura,
matsuri,festival,祭り,夏{{祭り}}に行きました。,HHLL matsuri,
yukata,summer kimono,浴衣,夏祭りで{{浴衣}}を着ました。,HHLL yukata,
kimono,traditional garment,着物,成人式に{{着物}}を着ます。,HHLL kimono,
jinja,Shinto shrine,神社,毎年{{神社}}にお参りします。,HHL jinja,
torii,torii gate,鳥居,{{鳥居}}は神社の入口です。,HHL torii,
futon,futon bed,布団,毎朝{{布団}}をたたみます。,HHL futon,
zabuton,floor cushion,座布団,座敷に{{座布団}}を敷きました。,HHLL zabuton,
tatami,tatami mat,畳,部屋の床は{{畳}}でできています。,HHLL tatami,
engawa,veranda,縁側,{{縁側}}から庭が見えます。,HHLL engawa,
sudare,bamboo blind,すだれ,夏に{{すだれ}}を窓に付けます。,HHLL sudare,
shoji,paper sliding door,障子,{{障子}}は白くて光を通します。,HHL shoji,
fusuma,opaque sliding door,ふすま,{{ふすま}}を開けると別の部屋があります。,HHLL fusuma,
tokonoma,alcove,床の間,{{床の間}}に掛け軸が飾ってあります。,HHHLL tokonoma,
ikebana,flower arrangement,生け花,{{生け花}}の教室に通っています。,HHLL ikebana,
bonsai,bonsai tree,盆栽,祖父は{{盆栽}}を育てています。,HHL bonsai,
origami,paper folding,折り紙,子どもは{{折り紙}}で鶴を折りました。,HHLL origami,
shodo,calligraphy,書道,{{書道}}の授業は大好きです。,HHL shodo,
judo,judo,柔道,兄は{{柔道}}の大会で優勝しました。,HHL judo,
karate,karate,空手,息子は{{空手}}を練習しています。,HHLL karate,
kendo,kendo (swordsmanship),剣道,妹は{{剣道}}部に入りました。,HHL kendo,
sumo,sumo wrestling,相撲,兄は毎週{{相撲}}を見るのが好きです。,HH sumo,
akimbo,arms akimbo,あきんぼ,彼女は{{あきんぼ}}で立って怒っています。,LHH akimbo,
omiyage,souvenir,お土産,京都から美味しい{{お土産}}を買いました。,LHH omiyage,
oshougatsu,New Year,お正月,{{お正月}}に家族と一緒に過ごします。,LHHH oshougatsu,
ohanami,cherry blossom viewing,お花見,春に{{お花見}}に公園へ行きます。,LHH ohanami,
tanabata,Star Festival,七夕,{{七夕}}の夜に織姫と彦星が会います。,HLH tanabata,
obon,Obon Festival,お盆,{{お盆}}は家族が集まる大切な時期です。,LH obon,
setsubun,Bean Throwing Festival,節分,{{節分}}に豆を撒いて鬼を退治します。,HLL setsubun,
shougatsu kazari,New Year decoration,正月飾り,玄関に{{正月飾り}}を飾りました。,HLL LHH shougatsu kazari,
hamaya,good luck arrow,破魔矢,神社で{{破魔矢}}を買って帰りました。,HLL hamaya,
ema,votive tablet,絵馬,神様に願いを書いた{{絵馬}}を奉納しました。,HL ema,
omikuji,fortune slip,おみくじ,おみくじを引いて{{おみくじ}}の結果を見ました。,LHHH omikuji,
ofuda,amulet,お札,家に{{お札]]を貼って守ってもらいます。,LHH ofuda,
noren,shop curtain,のれん,昔の店の入口には{{のれん]]がありました。,HLL noren,
furoshiki,wrapping cloth,風呂敷,ギフトを{{風呂敷]]に包んで持ちます。,HLLL furoshiki,
tabi,split-toe socks,足袋,着物を着るときに{{足袋]]を履きます。,HL tabi,
geta,wooden clogs,下駄,夏祭りで{{下駄]]を履いて歩きました。,HL geta,
zori,sandals,草履,浴衣に{{草履]]を合わせて着ます。,HL zori,
hakama,traditional skirt trousers,袴,弓道をするときに{{袴]]を着用します。,HLL hakama,
obi,kimono sash,帯,帯は着物の腰に{{帯]]を結びます。,HL obi,
sensu,folding fan,扇子,夏に{{扇子]]で涼しくします。,HLL sensu,
uchiwa,flat fan,うちわ,夏祭りで{{うちわ]]をもらいました。,LHH uchiwa,
chochin,paper lantern,提灯,夜祭りで{{提灯]]が明かりをともします。,HLL chochin,
taiko,drum,太鼓,祭りで大きな{{太鼓]]を叩きます。,HLL taiko,
shamisen,three-string instrument,三味線,伝統音楽で{{三味線]]を弾きます。,HLLL shamisen,
koto,Japanese harp,琴,日本の{{琴]]の音は美しいです。,HL koto,
oshigoto,profession / work,お仕事,父の{{お仕事]]は会社員です。,LHHH oshigoto,
gaido,guide,ガイド,旅行の{{ガイド]]は親切でした。,HLL gaido,
honyaku,translation,翻訳,この本の{{翻訳]]は正確です。,HLL honyaku,
kaigi shitsu,meeting room,会議室,{{会議室]]で重要な会議がありました。,HLL HH kaigi shitsu,
rokkaa,locker,ロッカー,駅に{{ロッカー]]があります。,HLL rokkaa,
keitai denwa,mobile phone,携帯電話,{{携帯電話]]を持ち歩きます。,HLL HLL keitai denwa,
insatsu,printing,印刷,{{印刷]]の品質はとても良いです。,HLL insatsu,
kokkyo,national border,国境,川が二つの国の{{国境]]です。,HLL kokkyo,
toshi,urban area,都市,大きな{{都市]]には多くの人がいます。,HL toshi,
chihou,region / local area,地方,田舎の{{地方]]は静かです。,HLL chihou,
shizen kai,nature world,自然界,{{自然界]]の美しさに驚きました。,HLL HH shizen kai,
takai sora,high sky,高い空,{{高い空]]を見上げてみました。,HLH HL takai sora,
yoru hoshi,night star,夜の星,{{夜の星]]はとても綺麗です。,HL HLL yoru hoshi,
midori no ki,green tree,緑の木,公園に{{緑の木]]がたくさんあります。,HLL HL HH midori no ki,
aoi umi,blue sea,青い海,{{青い海]]で泳ぐのは楽しいです。,HH HL aoi umi,
shiroi yuki,white snow,白い雪,冬に{{白い雪]]が降ります。,HLL HL shiroi yuki,
akai hana,red flower,赤い花,庭に{{赤い花]]が咲いています。,HHL HH akai hana,
hiroi nohara,wide field,広い野原,{{広い野原]]でピクニックしました。,HHL LHHH hiroi nohara,
fukai mori,deep forest,深い森,{{深い森]]に入ると暗いです。,HHL HLL fukai mori,
nagai kawa,long river,長い川,{{長い川]]が町を流れます。,HHL HLL nagai kawa,
takai yama,tall mountain,高い山,{{高い山]]に登りました。,HHL HLL takai yama,
ooki mizuumi,large lake,大きい湖,{{大きい湖]]は美しい景色です。,LHH HLLL ooki mizuumi,
atarashii gijutsu,new technology,新しい技術,{{新しい技術]]は便利です。,LHHLL HLLL atarashii gijutsu,
kankyou hogo,environmental protection,環境保護,{{環境保護]]はとても重要です。,HLLL HLL kankyou hogo,
