word,meaning,native,sentence,ipa,notes
conducteur,driver,,Le {{conducteur}} de bus aide les passagers à monter.,kɔ̃dyktœʁ,
mécanicien,mechanic,,Le {{mécanicien}} répare la voiture depuis deux heures.,mekanisɛ̃,
électricien,electrician,,L'{{électricien}} installe les nouveaux fils dans la maison.,elɛktʁisɛ̃,
charpentier,carpenter,,Le {{charpentier}} construit une belle table en bois.,ʃaʁpɑ̃tje,
jardinier,gardener,,Le {{jardinier}} cultive des roses rouges dans le parc.,ʒaʁdinije,
serveur,waiter,,Le {{serveur}} apporte le café à notre table maintenant.,sɛʁvœʁ,
employé,employee,,Cet {{employé}} travaille dans le bureau depuis cinq ans.,ɑ̃plwaje,
patron,boss,,Mon {{patron}} me félicite pour mon travail excellent.,patʁɔ̃,
directeur,director,,Le {{directeur}} de l'école accueille tous les élèves chaque matin.,diʁɛktœʁ,
gérant,manager,,Le {{gérant}} du magasin décide des nouveaux produits.,ʒeʁɑ̃,
secrétaire,secretary,,La {{secrétaire}} organise les réunions avec les clients importants.,səkʁetɛʁ,
comptable,accountant,,Le {{comptable}} vérifie tous les chiffres du rapport.,kɔ̃tabl,
économiste,economist,,L'{{économiste}} analyse les tendances du marché international.,ekonomist,
psychologue,psychologist,,Le {{psychologue}} écoute les problèmes de ses patients avec attention.,psikolɔg,
sociologue,sociologist,,La {{sociologue}} étudie les comportements des différentes communautés.,sɔsjɔlɔg,
historien,historian,,L'{{historien}} raconte les événements importants du passé.,istɔʁjɛ̃,
# ── More verbs ───────────────────────────────────────────────────────────────
discuter,to discuss,,Nous allons {{discuter}} du projet lors de la réunion.,diskyte,
comparer,to compare,,Il faut {{comparer}} les deux solutions avant de décider.,kɔ̃paʁe,
analyser,to analyse,,Je vais {{analyser}} les données du rapport très attentivement.,analize,
planifier,to plan,,Nous devons {{planifier}} nos vacances trois mois à l'avance.,planifje,
organiser,to organize,,Elle {{organise}} toujours les événements avec beaucoup de détail.,ɔʁganize,
contrôler,to control,,Le manager {{contrôle}} la qualité du travail chaque semaine.,kɔ̃tʁole,
mesurer,to measure,,Il faut {{mesurer}} la longueur avant de couper le bois.,məzyʁe,
rénover,to renovate,,Nous voulons {{rénover}} notre cuisine l'année prochaine.,ʁenɔve,
réparer,to repair,,Le mécanicien va {{réparer}} ma voiture cet après-midi.,ʁepaʁe,
installer,to install,,L'équipe va {{installer}} le système informatique demain matin.,ɛ̃stale,
connecter,to connect,,Je dois {{connecter}} mon ordinateur à Internet rapidement.,kɔnɛkte,
télécharger,to download,,Peux-tu {{télécharger}} le fichier depuis le serveur s'il te plaît.,teleʃaʁʒe,
programmer,to program,,Le développeur va {{programmer}} une nouvelle application pour nous.,pʁɔgʁame,
concevoir,to design,,L'équipe va {{concevoir}} une stratégie marketing pour les clients.,kɔ̃səvwaʁ,
inventer,to invent,,Edison a {{inventé}} l'ampoule électrique au dix-neuvième siècle.,ɛ̃vɑ̃te,
découvrir,to discover,,Les archéologues ont {{découvert}} des ruines anciennes dans la vallée.,dekuvʁiʁ,
enquêter,to investigate,,La police {{enquête}} sur le vol qui s'est produit hier soir.,ɑ̃kete,
étudier,to study,,Elle {{étudie}} les mathématiques à l'université chaque jour.,etydje,
pratiquer,to practise,,Il {{pratique}} le piano depuis quinze ans maintenant.,pratike,
concourir,to compete,,Les athlètes {{concourent}} pour la médaille d'or olympique.,kɔ̃kuʁiʁ,
profiter,to enjoy / to take advantage,,Nous {{profitons}} de cette belle journée pour sortir.,pʁɔfite,
souffrir,to suffer,,Il {{souffre}} d'une douleur au dos depuis longtemps.,sufʁiʁ,
prendre soin,to take care of,,Elle {{prend soin}} de ses plantes avec beaucoup d'attention.,pʁɑ̃dʁ swɛ̃,
sauver,to save / to rescue,,Le pompier a {{sauvé}} la famille du bâtiment en feu.,sove,
partager,to share,,Les enfants {{partagent}} leurs jouets avec leurs copains.,paʁtaʒe,
vieillir,to age / to grow old,,Mon grand-père {{vieillit}} mais reste toujours très actif.,vjɛjiʁ,
coopérer,to cooperate,,Les deux pays {{coopèrent}} pour résoudre ce problème ensemble.,koɔpeʁe,
négocier,to negotiate,,Les diplomates {{négocient}} un accord commercial depuis plusieurs semaines.,neɡɔsje,
embaucher,to hire,,L'entreprise {{embauche}} dix nouveaux employés ce mois-ci.,ɑ̃boʃe,
exporter,to export,,La France {{exporte}} beaucoup de vin vers d'autres pays.,ɛkspoʁte,
importer,to import,,Nous {{importons}} du café du Brésil pour notre café.,ɛ̃poʁte,
voter,to vote,,Les citoyens {{votent}} pour élire leur nouveau président.,vote,
gouverner,to govern,,Le président {{gouverne}} le pays avec l'aide de ministres.,ɡuvɛʁne,
décorer,to decorate,,Nous {{décorons}} la maison pour célébrer Noël magnifiquement.,dekoʁe,
conseiller,to advise,,Mon professeur m'a {{conseillé}} d'étudier plus régulièrement.,kɔ̃sɛje,
approuver,to approve,,Le directeur {{approuve}} le projet de rénovation de l'école.,apʁuve,
appliquer,to apply,,Le médecin {{applique}} une crème sur la blessure.,aplike,
réussir à,to achieve,,Il a {{réussi à}} obtenir son diplôme avec distinction.,ʁeusi a,
mélanger,to mix,,Elle {{mélange}} les ingrédients pour faire un gâteau délicieux.,melɑ̃ʒe,
préparer,to prepare,,Je {{prépare}} le dîner pour ma famille ce soir.,pʁepaʁe,
servir,to serve,,Le garçon {{sert}} le café aux clients de restaurant.,sɛʁviʁ,
emprunter,to borrow,,Elle {{emprunte}} un livre de la bibliothèque chaque semaine.,ɑ̃pʁɛ̃te,
renverser,to spill / to overturn,,J'ai accidentellement {{renversé}} mon verre de lait sur la table.,ʁɑ̃vɛʁse,
surveiller,to monitor / to watch over,,Les parents {{surveillent}} les enfants à la cour de récréation.,syʁvɛje,
protéger,to protect,,Les pompiers {{protègent}} les personnes en cas d'incendie grave.,pʁɔteʒe,
encourager,to encourage,,L'entraîneur {{encourage}} ses joueurs avant le match important.,ɑ̃kuʁaʒe,
interdire,to forbid,,Le directeur {{interdit}} l'utilisation de téléphones portables à l'école.,ɛ̃tɛʁdiʁ,
autoriser,to authorize,,Les parents m'{{autorisent}} à sortir ce soir avec amis.,otɔʁize,
reconnaître,to recognize,,Je {{reconnais}} cet homme que j'ai vu hier.,ʁəkɔnɛtʁ,
identifier,to identify,,Les scientifiques {{identifient}} une nouvelle espèce d'animal rare.,idɑ̃tifje,
confirmer,to confirm,,L'hôtel {{confirme}} votre réservation pour samedi prochain.,kɔ̃fiʁme,
annuler,to cancel,,La réunion est {{annulée}} en raison de la mauvaise météo.,anyle,
reporter,to postpone,,Nous {{reportons}} la fête au weekend à cause de pluie.,ʁəpoʁte,
terminer,to finish / to end,,Elle {{termine}} son travail et rentre chez elle tranquillement.,tɛʁmine,
rejoindre,to join / to meet,,Je vais {{rejoindre}} mes amis au café dans une heure.,ʁəʒwɛ̃dʁ,
quitter,to leave,,Il a {{quitté}} l'entreprise pour travailler ailleurs.,kite,
regretter,to regret,,Je {{regrette}} de ne pas avoir étudié davantage.,ʁəɡʁɛte,
féliciter,to congratulate,,Nous la {{félicitons}} pour son excellent résultat académique.,feliste,
# ── More nouns ───────────────────────────────────────────────────────────────
démocratie,democracy,,La {{démocratie}} permet aux citoyens de voter librement.,demɔkʁasi,
dictature,dictatorship,,"Sous la {{dictature}}, les gens n'avaient pas de liberté.",diktayʁ,
élection,election,,L'{{élection}} présidentielle aura lieu dans trois mois.,elɛksjɔ̃,
parti,political party,,Il est membre du {{parti}} politique depuis dix ans.,paʁti,
impôt,tax,,Les citoyens paient des {{impôts}} au gouvernement chaque année.,ɛ̃po,
dette,debt,,La {{dette}} du pays augmente chaque année malheureusement.,dɛt,
intérêt,interest,,Votre {{intérêt}} bancaire est fixé à trois pour cent.,ɛ̃teʁɛ,
investissement,investment,,Cet {{investissement}} en bourse pourrait rapporter beaucoup d'argent.,ɛ̃vɛstismɑ̃,
bénéfice,profit,,L'entreprise a fait un {{bénéfice}} record cette année.,benefis,
perte,loss,,La {{perte}} de son portefeuille l'a beaucoup contrariée.,pɛʁt,
budget,budget,,Le {{budget}} annuel de l'entreprise a augmenté cette année.,bydʒɛ,
contrat,contract,,Ils ont signé un {{contrat}} de trois ans ensemble.,kɔ̃tʁa,
accord,agreement,,Les deux pays ont trouvé un {{accord}} diplomatique important.,akɔʁ,
règle,rule,,Cette {{règle}} doit être respectée par tous les élèves.,ʁɛɡl,
règlement,regulation,,Le {{règlement}} intérieur interdit de fumer dans le bâtiment.,ʁɛɡləmɑ̃,
institution,institution,,L'{{institution}} bancaire offre des services financiers de qualité.,ɛ̃stitysjɔ̃,
organisation,organization,,Son {{organisation}} du travail est très efficace et productive.,ɔʁɡanizasjɔ̃,
association,association,,Il travaille pour une {{association}} humanitaire depuis longtemps.,asɔsjasjɔ̃,
réunion,meeting,,La {{réunion}} avec les clients s'est déroulée très bien.,ʁeynjɔ̃,
conférence,conference,,J'ai assisté à une {{conférence}} intéressante sur le climat.,kɔ̃feʁɑ̃s,
rapport,report,,Le {{rapport}} d'audit révèle plusieurs problèmes importants.,ʁapɔʁ,
statistique,statistic,,Cette {{statistique}} montre une augmentation de dix pour cent.,statistik,
recherche,research,,La {{recherche}} scientifique progresse rapidement dans ce domaine.,ʁəʃɛʁʃ,
expérience,experiment,,Mon {{expérience}} professionnelle m'a beaucoup appris sur le secteur.,ɛksperjɑ̃s,
laboratoire,laboratory,,Les chercheurs travaillent dans ce {{laboratoire}} depuis plusieurs années.,labɔʁatwaʁ,
clinique,clinic,,Je vais consulter mon médecin à la {{clinique}} demain.,klinik,
pharmacie,pharmacy,,Vous pouvez acheter ces médicaments à la {{pharmacie}} locale.,faʁmasi,
ordonnance,prescription,,Le médecin m'a donné une {{ordonnance}} pour les antibiotiques.,ɔʁdɔnɑ̃s,
diagnostic,diagnosis,,Le {{diagnostic}} révèle une infection respiratoire légère.,djagnostik,
symptôme,symptom,,Le principal {{symptôme}} de cette maladie est la fièvre.,sɛ̃ptom,
vaccin,vaccine,,Le {{vaccin}} contre la grippe est recommandé chaque hiver.,vakɛ̃,
chirurgie,surgery,,Elle a subi une {{chirurgie}} pour enlever l'appendicite.,ʃiʁyʁʒi,
thérapie,therapy,,La {{thérapie}} comportementale l'a aidé à surmonter son anxiété.,teʁapi,
psychologie,psychology,,Il étudie la {{psychologie}} à l'université depuis deux ans.,psikɔlɔʒi,
stress,stress,,Le {{stress}} au travail affecte sa santé mentale.,stʁɛs,
anxiété,anxiety,,Son {{anxiété}} a diminué grâce aux exercices de respiration.,ɑ̃ksjete,
dépression,depression,,La {{dépression}} saisonnière touche beaucoup de personnes en hiver.,depʁɛsjɔ̃,
zone,zone / area,,Cette {{zone}} industrielle est fermée aux piétons la nuit.,zon,
quartier,neighbourhood,,Nous habitons dans un {{quartier}} résidentiel très calme et agréable.,kaʁtje,
frontière,border,,La {{frontière}} entre les deux pays est bien gardée.,fʁɔ̃tjɛʁ,
territoire,territory,,Ce {{territoire}} appartient historiquement à cette nation depuis longtemps.,tɛʁitwaʁ,
province,province,,La {{province}} de Québec est la plus grande du Canada.,pʁɔvɛ̃s,
commune,municipality,,Notre {{commune}} organise une fête populaire chaque été.,kɔmyn,
village,village,,Ce petit {{village}} compte environ deux mille habitants seulement.,vilaʒ,
sous-sol,basement,,Nous avons rangé les vieux meubles au {{sous-sol}}.,susos,
grenier,attic,,Les souris ont construit un nid dans le {{grenier}}.,ɡʁənje,
terrasse,terrace,,Nous prenons le café sur la {{terrasse}} le dimanche.,tɛʁas,
balcon,balcony,,Mon appartement a un joli {{balcon}} avec vue sur la ville.,balkɔ̃,
ascenseur,lift / elevator,,"L'{{ascenseur}} est en panne, je prends l'escalier.",asɑ̃sœʁ,
escalier,staircase,,L'{{escalier}} est très raide dans cette vieille maison.,ɛskaje,
couloir,corridor / hallway,,Le {{couloir}} de l'école est très bruyant entre les cours.,kulwaʁ,
bois,wood,,Cette table est faite de {{bois}} de chêne massif.,bwa,
métal,metal,,La structure du bâtiment est en {{métal}} et verre.,metal,
plastique,plastic,,Les {{plastique|plastiques}} polluent beaucoup les océans actuellement.,plastik,
verre,glass,,"Sois prudent avec ce {{verre}}, il peut se casser facilement.",vɛʁ,
papier,paper,,J'ai besoin de {{papier}} pour imprimer mon document.,papje,
tissu,fabric,,Ce {{tissu}} est très doux et confortable à porter.,tisy,
laine,wool,,Son pull est tricoté en {{laine}} mérinos de haute qualité.,lɛn,
coton,cotton,,Les vêtements en {{coton}} sont idéaux pour l'été.,kotɔ̃,
cuir,leather,,Ma veste en {{cuir}} est très confortable et élégante.,kɥiʁ,
soie,silk,,Elle porte une robe en {{soie}} pour la cérémonie.,swa,
parfum,perfume / fragrance,,J'aime beaucoup ce {{parfum}} qui sent très bon.,paʁˈfœ̃,
savon,soap,,Le {{savon}} doux nettoie ma peau délicatement.,saˈvɔ̃,
shampooing,shampoo,,Je me lave les cheveux avec ce {{shampooing}} bio.,ʃɑ̃pwaˈwɛ̃,
brosse à dents,toothbrush,,Ma {{brosse à dents}} électrique est très efficace.,bʁɔs a dɑ̃,
dentifrice,toothpaste,,Le {{dentifrice}} blanchissant garde mes dents brillantes.,dɑ̃tiˈfʁis,
rasoir,razor,,Mon {{rasoir}} est neuf et très tranchant.,ʁaˈzwaʁ,
miroir,mirror,,Je me regarde dans le {{miroir}} chaque matin.,miˈʁwaʁ,
serviette,towel,,Je sèche mes mains avec une {{serviette}} propre.,sɛʁˈvjɛt,
couverture,blanket,,La {{couverture}} en laine me tient très chaud.,kuvɛʁˈtyʁ,
oreiller,pillow,,Je dors mieux avec un {{oreiller}} ergonomique.,ɔʁeˈje,
matelas,mattress,,Ce {{matelas}} neuf est très confortable à utiliser.,maˈtla,
meuble,furniture,,Chaque {{meuble}} de cette maison est magnifique.,ˈmœbl,
canapé,sofa,,Nous regardons la télévision sur le {{canapé}} confortable.,kanaˈpe,
fauteuil,armchair,,Mon {{fauteuil}} préféré est près de la fenêtre.,foˈtœj,
table,table,,La {{table}} de la cuisine est en bois massif.,ˈtabl,
chaise,chair,,Il y a quatre {{chaises}} autour de la {{table}}.,ˈʃɛz,
bureau,desk / office,,Je travaille à mon {{bureau}} depuis ce matin.,byˈʁo,
lampe,lamp,,La {{lampe}} de nuit illumine doucement la chambre.,ˈlɑ̃p,
rideau,curtain,,Le {{rideau}} bleu cache le soleil le matin.,ʁiˈdo,
tapis,carpet / rug,,Le {{tapis}} persan rend le salon très chaud.,taˈpi,
étagère,shelf,,Mes livres sont rangés sur l'{{étagère}} murale.,etaˈʒɛʁ,
tiroir,drawer,,Mes chaussettes sont dans le {{tiroir}} du haut.,tiˈʁwaʁ,
armoire,wardrobe,,L'{{armoire}} ancienne contient tous mes vêtements d'hiver.,aʁˈmwaʁ,
réfrigérateur,fridge,,Le {{réfrigérateur}} garde les aliments frais longtemps.,ʁefʁiʒeʁaˈtœʁ,
four,oven,,Je prépare le poulet au {{four}} ce soir.,ˈfuʁ,
micro-ondes,microwave,,Le {{micro-ondes}} réchauffe rapidement les repas surgelés.,mikʁoˈɔ̃d,
lave-vaisselle,dishwasher,,Le {{lave-vaisselle}} fonctionne tous les jours chez nous.,lav vɛˈsɛl,
machine à laver,washing machine,,La {{machine à laver}} a terminé son cycle.,maˈʃin a laˈve,
climatiseur,air conditioner,,Le {{climatiseur}} refroidit toute la maison efficacement.,klimatiˈzœʁ,
chauffage,heating,,Le {{chauffage}} central fonctionne bien cet hiver.,ʃoˈfaʒ,
# ── More adjectives ──────────────────────────────────────────────────────────
responsable,responsible,,Elle est {{responsable}} de ce projet important aujourd'hui.,ʁɛspɔ̃ˈsabl,
capable,capable,,Tu es tout à fait {{capable}} de réussir cela.,kaˈpabl,
disponible,available,,Je suis {{disponible}} demain pour une réunion rapide.,dispɔˈnibl,
accessible,accessible,,Ce musée est {{accessible}} aux personnes handicapées.,akˈsɛsibl,
durable,sustainable,,Cette mode {{durable}} préserve l'environnement pour tous.,dyʁaˈbl,
efficace,efficient / effective,,Sa méthode de travail est très {{efficace}} et rapide.,efiˈkas,
productif,productive,,Je me sens {{productif}} après une bonne nuit.,pʁɔdykˈtif,
créatif,creative,,L'artiste est très {{créatif}} dans ses compositions.,kʁeaˈtif,
innovant,innovative,,Cette technologie {{innovante}} change complètement notre vie.,inoˈvɑ̃,
numérique,digital,,La transformation {{numérique}} affecte tous les secteurs aujourd'hui.,nymeˈʁik,
virtuel,virtual,,La réunion {{virtuelle}} s'est bien déroulée hier.,viʁtɥˈɛl,
mondial,global,,Cette entreprise a une présence {{mondiale}} très forte.,mɔ̃ˈdial,
régional,regional,,Le gouvernement {{régional}} prend des décisions importantes maintenant.,ʁeʒjoˈnal,
urbain,urban,,La vie {{urbaine}} est très dynamique et stressante.,yʁˈbɛ̃,
rural,rural,,Les villages {{ruraux}} conservent leurs traditions ancestrales encore.,ʁyˈʁal,
traditionnel,traditional,,La cuisine {{traditionnelle}} française est délicieuse et raffinée.,tʁadisjɔˈnɛl,
contemporain,contemporary,,L'art {{contemporain}} remet en question les normes établies.,kɔ̃tɑ̃pɔˈʁɛ̃,
démocratique,democratic,,Notre système {{démocratique}} garantit la liberté d'expression citoyenne.,demoˈkʁatik,
religieux,religious,,Elle pratique une vie {{religieuse}} très stricte et dévote.,ʁəˈliʒjø,
historique,historical,,Ce bâtiment {{historique}} date du dix-septième siècle.,istɔˈrik,
légal,legal,,Son contrat de travail est tout à fait {{légal}} et valide.,leˈɡal,
illégal,illegal,,Le stationnement ici est {{illégal}} selon la loi locale.,ileˈɡal,
volontaire,voluntary,,Elle a fait un travail {{volontaire}} pour l'association caritative.,vɔlɔ̃ˈtɛʁ,
obligatoire,mandatory,,La vaccination est {{obligatoire}} pour tous les enfants d'école.,ɔbliɡaˈtwaʁ,
temporaire,temporary,,J'ai trouvé un emploi {{temporaire}} pour trois mois.,tɑ̃pɔˈʁɛʁ,
permanent,permanent,,Il a obtenu un poste {{permanent}} dans cette entreprise.,pɛʁmaˈnɑ̃,
urgent,urgent,,C'est une situation très {{urgente}} qui demande attention immédiate.,yʁˈʒɑ̃,
délicieux,delicious,,Le gâteau qu'elle a fait était absolument {{délicieux}} et succulé.,deliˈsjø,
épicé,spicy,,Le curry indien est très {{épicé}} et riche en saveurs.,epiˈse,
amer,bitter,,Le café noir a un goût {{amer}} mais agréable et robuste.,aˈmɛʁ,
acide,sour,,Le citron frais a une saveur très {{acide}} et acidulée.,aˈsid,
frais,fresh / cool,,J'aime boire de l'eau {{fraîche}} pendant l'été chaud.,fʁɛ,
cru,raw,,Les légumes {{crus}} dans cette salade sont très sains.,kʁy,
cuit,cooked,,La viande doit être bien {{cuite}} pour être sûre à manger.,kɥi,
chaud,hot / warm,,Le café {{chaud}} est parfait pour les matinées froides.,ʃo,
froid,cold,,L'eau {{froide}} est rafraîchissante pendant les jours chauds.,fʁwa,
tiède,lukewarm,,Elle préfère son lait {{tiède}} plutôt que très chaud.,tjɛd,
humide,humid / damp,,Le climat {{humide}} rend l'air lourd et difficile à respirer.,yˈmid,
sec,dry,,L'air {{sec}} en hiver aggrave ma peau irritée.,sɛk,
nuageux,cloudy,,Aujourd'hui le ciel est {{nuageux}} mais sans pluie prévue.,nɥaˈʒø,
ensoleillé,sunny,,C'était une journée {{ensoleillée}} parfaite pour la plage.,ɑ̃sɔleˈje,
pluvieux,rainy,,Le mois d'octobre est généralement {{pluvieux}} et gris.,plyˈvjø,
orageux,stormy,,La nuit {{orageuse}} a apporté tonnerre et éclairs spectaculaires.,ɔraˈʒø,
venteux,windy,,C'était une journée très {{venteuse}} pour faire du cerf-volant.,vɑ̃ˈtø,
reçu,receipt,,Gardez bien le {{reçu}} pour votre achat et garantie.,ʁəˈsy,
facture,invoice / bill,,J'ai reçu la {{facture}} du restaurant par email hier.,fakˈtyʁ,
courant,current / common,,C'est une pratique très {{courante}} dans les grandes villes modernes.,kuˈʁɑ̃,
moyenne,average,,Sa note {{moyenne}} aux examens était de treize sur vingt.,mwaˈjɛn,
pourcentage,percentage,,Le {{pourcentage}} de réussite aux tests était très élevé.,puʁsɑ̃ˈtaʒ,
quantité,quantity,,La {{quantité}} de sucre dans ce dessert est excessive.,kwɑ̃tiˈte,
distance,distance,,La {{distance}} entre Paris et Lyon est environ quatre cent cinquante kilomètres.,disˈtɑ̃s,
vitesse,speed,,Il conduit à une {{vitesse}} dangereuse sur l'autoroute.,viˈtɛs,
poids,weight,,Le {{poids}} maximum autorisé pour les bagages est vingt kilogrammes.,pwa,
taille,size,,Cette {{taille}} de vêtement ne me convient pas du tout.,taˈj,
volume,volume,,Le {{volume}} du bruit dans le bar était insupportable.,voˈlym,
prix de revient,cost price,,Le {{prix de revient}} du produit est plus élevé que prévu.,pʁi də ʁəˈvjɑ̃,
taux,rate,,Le {{taux}} de chômage a augmenté ces derniers mois.,to,
profit,profit,,L'entreprise a réalisé un excellent {{profit}} cette année.,pʁɔˈfi,
dépense,expense,,Chaque {{dépense}} doit être documentée dans le rapport mensuel.,deˈpɑ̃s,
revenu,income / revenue,,Son {{revenu}} mensuel provient de plusieurs sources différentes.,ʁəvəˈny,
salaire,salary / wage,,Son {{salaire}} augmente de deux pour cent chaque année.,saˈlɛʁ,
grève,strike,,La {{grève}} des transports a paralysé la ville hier.,ɡʁɛv,
syndicat,trade union,,Il est membre du {{syndicat}} depuis dix ans maintenant.,sɛ̃diˈka,
employeur,employer,,Son {{employeur}} lui offre d'excellentes conditions de travail.,ɑ̃plwaˈjœʁ,
chômage,unemployment,,Le {{chômage}} affecte gravement l'économie du pays actuellement.,ʃoˈmaʒ,
retraite,retirement / pension,,Il prendra sa {{retraite}} à soixante-cinq ans l'année prochaine.,ʁətˈʁɛt,
congé,leave / holiday,,J'ai demandé un {{congé}} de deux semaines en juillet.,kɔ̃ˈʒe,
formation,training,,Elle suit une {{formation}} professionnelle en informatique maintenant.,fɔʁmaˈsjɔ̃,
diplôme,diploma / degree,,Elle a obtenu son {{diplôme}} d'université l'année dernière.,dipˈlom,
note,grade / note,,J'ai reçu une excellente {{note}} à mon dernier examen.,nɔt,
examen,exam,,L'{{examen}} de français aura lieu demain matin à neuf heures.,ɛɡˈzamɛ̃,
cours,course / class,,Le {{cours}} de mathématiques commence à dix heures aujourd'hui.,kuʁ,
leçon,lesson,,La {{leçon}} d'anglais d'hier était très intéressante et instructive.,ləˈsɔ̃,
exercice,exercise,,Cet {{exercice}} de grammaire est difficile mais très utile.,ɛɡzɛʁˈsis,
résumé,summary / CV,,Mon {{résumé}} contient mes expériences professionnelles les plus importantes.,rezyˈme,
entretien,interview / maintenance,,L'{{entretien}} d'embauche est prévu jeudi prochain à quatorze heures.,ɑ̃tʁəˈtjɛ̃,
candidat,candidate,,Le meilleur {{candidat}} a été sélectionné pour le poste.,kɑ̃diˈda,
poste,position / post,,Elle a décroché un excellent {{poste}} dans une grande entreprise.,pɔst,
carrière,career,,Sa {{carrière}} en informatique a commencé il y a dix ans.,kaˈrjɛʁ,
promotion,promotion,,Il vient de recevoir une {{promotion}} à directeur général aujourd'hui.,pʁomoˈsjɔ̃,
collègue,colleague,,Mon {{collègue}} et moi travaillons ensemble depuis cinq années maintenant.,kɔˈlɛɡ,
délai,deadline,,Le {{délai}} pour remettre le projet est vendredi prochain.,deˈlɛ,
agenda,diary / agenda,,J'ai noté tous mes rendez-vous importants dans mon {{agenda}}.,aˈʒɛ̃da,
projet,project,,Notre {{projet}} de développement avance très bien cette semaine.,pʁɔˈʒɛ,
tâche,task,,Cette {{tâche}} demande beaucoup de concentration et d'attention particulière.,taʃ,
objectif,objective / goal,,L'{{objectif}} principal est d'augmenter nos ventes de trente pour cent.,ɔbʒɛkˈtif,
stratégie,strategy,,Notre {{stratégie}} commerciale repose sur l'innovation et la qualité.,stʁateˈʒi,
méthode,method,,La {{méthode}} la plus efficace est celle-ci pour progresser.,meˈtɔd,
technique,technique,,Cette {{technique}} de présentation rend le produit très attractif.,tɛkˈnik,
compétence,skill / competence,,Elle possède une grande {{compétence}} dans le domaine de l'informatique.,kɔ̃peˈtɑ̃s,
certificat,certificate,,Il a reçu un {{certificat}} de réussite après sa formation complète.,sɛʁtifiˈka,
permis,permit / licence,,J'ai obtenu mon {{permis}} de conduire après trois tentatives différentes.,pɛʁˈmi,
visa,visa,,Je dois demander un {{visa}} pour voyager en Chine cet été.,viˈza,
douane,customs,,"À la {{douane}}, l'agent a vérifié soigneusement mes documents.",duˈan,
ambassade,embassy,,Je vais à l'{{ambassade}} demander des informations sur les formalités.,ɑ̃baˈsad,
citoyenneté,citizenship,,Elle a acquis la {{citoyenneté}} française après sept années de résidence.,sitwajɛnəˈte,
nationalité,nationality,,Sa {{nationalité}} est suisse mais il habite en France maintenant.,nasjɔnaliˈte,
immigré,immigrant,,Cet {{immigré}} travaille dans notre entreprise depuis plusieurs années.,imiˈɡre,
réfugié,refugee,,Le {{réfugié}} a trouvé un logement sûr dans notre communauté.,refyˈʒje,
bénévole,volunteer,,Elle travaille comme {{bénévole}} à l'association caritative locale.,beneˈvɔl,
donation,donation,,Sa {{donation}} généreuse a permis de construire une nouvelle école.,dɔnaˈsjɔ̃,
charité,charity,,La {{charité}} est une valeur importante dans notre société.,ʃaʁiˈte,
solidarité,solidarity,,La {{solidarité}} entre les nations est essentielle pour la paix.,sɔlidarˈte,
injustice,injustice,,Cette {{injustice}} a provoqué une grande colère parmi la population.,ɛ̃ʒysˈtis,
protestation,protest,,La {{protestation}} pacifique s'est déroulée sans incident hier.,pʁɔtɛstaˈsjɔ̃,
manifestation,demonstration,,Une grande {{manifestation}} pour les droits des travailleurs a eu lieu.,manifɛstaˈsjɔ̃,
révolution,revolution,,La {{révolution}} française a transformé la société complètement au dix-huitième siècle.,revɔlyˈsjɔ̃,
traité,treaty,,Le {{traité}} de paix a été signé par tous les pays.,tʁɛˈte,
alliance,alliance,,L'{{alliance}} entre les deux nations renforce leur position internationale.,aˈljɑ̃s,
coopération,cooperation,,La {{coopération}} entre chercheurs a produit des résultats remarquables.,koɔpeʁaˈsjɔ̃,
influence,influence,,Son {{influence}} sur la politique du pays est très significative.,ɛ̃flyˈɑ̃s,
autorité,authority,,L'{{autorité}} locale a pris des mesures pour améliorer la sécurité.,otoʁiˈte,
privilège,privilege,,C'est un grand {{privilège}} de travailler pour cette entreprise.,pʁiviˈlɛʒ,
défi,challenge,,Ce nouveau {{défi}} nous motivera à déployer tous nos efforts.,deˈfi,
progrès,progress,,Nous avons fait un grand {{progrès}} dans nos objectifs cette année.,pʁɔˈɡʁɛ,
découverte,discovery,,Cette {{découverte}} scientifique révolutionne notre compréhension de la physique.,dekuvɛʁt,
invention,invention,,L'{{invention}} de l'électricité a changé le monde entièrement.,ɛ̃vɑ̃ˈsjɔ̃,
croissance,growth,,La {{croissance}} économique du pays atteint cinq pour cent cette année.,kʁwaˈsɑ̃s,
déclin,decline,,L'économie du pays connaît un {{déclin}} depuis plusieurs années.,deˈklɛ̃,
crise,crisis,,La {{crise}} financière a affecté beaucoup de familles.,ˈkriz,
compromis,compromise,,Les deux parties ont trouvé un {{compromis}} acceptable.,ˈkɔ̃pʁɔmi,
conflit,conflict,,Le {{conflit}} entre les voisins dure depuis longtemps.,kɔ̃ˈfli,
risque,risk,,Conduire trop vite présente un {{risque}} d'accident grave.,ˈrisk,
avantage,advantage,,L'{{avantage}} principal de ce produit est sa durabilité.,aˈvɑ̃taʒ,
inconvénient,disadvantage,,Le seul {{inconvénient}} est le prix élevé du service.,ɛ̃kɔ̃veˈnjɑ̃,
qualité,quality,,La {{qualité}} de ce tissu est vraiment excellente.,kaliˈte,
norme,standard,,Tous les produits respectent la {{norme}} internationale stricte.,ˈnɔʁm,
rendement,performance / yield,,Le {{rendement}} de cette usine augmente chaque mois.,ʁɑ̃dˈmɑ̃,
